Feature1,Feature2,Feature3,Feature4,Feature5
54.96714153011233,32.12551734139125,322,3.438182819457795,5
48.61735698828815,10.301919444220609,180,0.33115625021372663,6
56.47688538100692,7.180754544546919,450,0.15512112935832345,7
65.23029856408026,9.427597789893605,346,1.7598919667284871,7
47.658466252766644,58.28693611920428,193,2.5961284041547987,7
47.6586304305082,5.166217582898969,191,2.8505898901418334,3
65.79212815507391,33.69268749640384,66,1.5393446406294367,4
57.67434729152909,75.31997019142294,208,2.686560355443633,5
45.30525614065048,29.43481665153781,365,1.8092839169511676,4
55.42560043585965,76.33080771801298,166,0.1371484739165862,3
45.365823071875376,74.54670382070553,245,2.153501142391808,4
45.34270246429743,24.582713263321633,244,0.2965055655590271,8
52.41962271566034,72.88221800927455,165,0.4049780653188141,4
30.86719755342202,74.77766382721008,295,0.7529242673867285,5
32.75082167486967,39.745392566702684,402,0.5665569305982934,1
44.37712470759027,21.042048374151822,210,0.5821416938997848,6
39.87168879665576,52.12708068918691,491,0.27815675459733136,5
53.142473325952736,92.13975880001964,132,0.521936108022822,3
40.91975924478789,63.9616732432062,196,0.029787705946183664,8
35.87696298664709,17.29224976272612,397,0.9605786446507202,6
64.65648768921554,68.275692473352,346,2.1953525896771713,6
47.74223699513465,42.720302728183455,48,2.9734435994177995,8
50.67528204687924,59.1528797355373,63,2.5757732250133727,5
35.75251813786544,73.4064035023108,111,0.8079575532917769,6
44.556172754748175,51.49473515144448,355,1.9663711930047185,4
51.10922589709866,81.39839745733086,184,0.5092859582492887,6
38.490064225776976,72.21555793166277,103,0.08574860688107705,2
53.75698018345672,61.50733400185106,418,1.6903858236848643,3
43.99361310081195,15.079281583235149,212,1.5695827452395674,5
47.083062502067236,83.59491109115683,4,2.426427386585744,2
43.98293387770603,93.5905585319816,118,1.4360840169076745,5
68.52278184508938,13.696512380929482,343,0.2559896557401703,5
49.86502775262066,48.82411294334305,248,2.8776420160009906,5
39.422890710440996,25.88887419705045,166,1.4802822074390423,3
58.225449121031886,75.45233074255646,382,2.472343729209062,4
37.791563500289776,72.16296360047,241,2.2315415640608114,5
52.08863595004755,14.088512057039871,279,0.530443283167336,6
30.403298761202244,87.70272712616372,423,0.11621758166556531,2
36.71813951101569,18.097306397800228,362,0.2912956251967327,5
51.96861235869123,79.72590256481075,237,0.14619158854813424,6
57.38466579995411,45.69803596280049,305,0.41840549764165696,3
51.7136828118997,32.82722935581512,204,0.9229805298928007,5
48.843517176117594,15.823926267421351,485,3.5596820266765254,4
46.98896304410711,16.76142561466294,492,3.0838073346437094,7
35.214780096325725,66.18905547009003,313,1.9019662158226487,4
42.801557916052914,55.043038794712054,0,0.03661173252551006,4
45.393612290402125,12.208542165123271,170,0.626433769137738,7
60.57122226218915,11.26978604383252,166,1.7202002665018283,4
53.43618289568462,7.231057477279146,393,0.20721971895523572,5
32.36959844637266,74.37673473735441,257,2.4223380136425154,2
53.24083969394795,71.18820852292892,62,3.6901515432058893,8
46.149177195836835,5.843099085457515,271,0.6556762055600884,6
43.23077999694041,56.027007559697296,36,1.8354627763221805,6
56.11676288840868,8.46761552426899,15,0.24061255979073087,3
60.30999522495951,90.37457706089417,253,1.7607302439397552,3
59.31280119116199,90.71174191801325,342,0.032533388657771244,5
41.607824767773614,69.823298981313,345,0.24514049510691965,4
46.907876241487855,92.618892143945,335,1.8561984521127641,5
53.31263431403564,81.14530304136906,26,1.86641231185946,5
59.75545127122359,82.85385759270494,446,1.5373293192800448,7
45.2082576215471,56.97078505699332,110,0.9733051328802379,4
48.14341023336183,30.60591982161759,232,1.685471010356621,5
38.93665025993972,21.779911511642158,477,2.229508866651746,6
38.037933759193294,32.72000220389292,63,5.093493747794085,5
58.125258223941984,62.8495430089062,96,3.292494518440252,7
63.56240028570823,17.265653583239892,415,2.3737135421140776,3
49.27989878419666,25.864023663732162,392,1.7799731866131427,6
60.03532897892024,46.80608627954644,266,1.2805216942678928,7
53.61636025047634,23.305009852461556,484,0.19278818349445415,4
43.54880245394876,58.86436697160617,325,0.2714859800355628,4
53.61395605508414,92.31760284563299,413,2.5745291253950313,3
65.38036566465969,74.80893657031264,231,2.439211799859928,6
49.64173960890049,66.64266141489131,398,1.4296613163664682,5
65.64643655814007,58.27214759837788,442,0.8666241684522376,2
23.802548959102555,48.79479092570649,47,0.039566245921391796,6
58.21902504375224,18.656385963465972,349,0.5944093499937972,7
50.870470682381715,89.47104554268655,209,0.8187459628622336,7
47.009926495341325,24.853600201283633,75,0.9977619862352671,5
50.91760776535502,9.130887757816076,246,3.974486543026242,5
30.124310853991073,75.00151792286952,315,0.17262713110463215,7
